,6,9,4
Date,TMPC,WSPD,PRCP
2010-01-30 03:00:00,-8.46,4.652956049652738,0.0
2010-01-30 06:00:00,-8.46,5.325410782277738,0.0
2010-01-30 09:00:00,-8.96,5.420332093147062,0.0
2010-01-30 12:00:00,-9.56,5.517245689653488,0.0
2010-01-30 15:00:00,-8.86,5.240229002629562,0.0
2010-01-30 18:00:00,-5.66,4.318564576337837,0.0
2010-01-30 21:00:00,-4.46,3.4409301068170506,0.0
2010-01-31 00:00:00,-8.16,2.3021728866442674,0.0
2010-01-31 03:00:00,-8.56,1.0,0.0
2010-01-31 06:00:00,-9.56,0.7615773105863908,0.0
2010-01-30 12:00:00,-9.36,5.420332093147062,0.0
2010-01-30 15:00:00,-8.16,5.3814496188294845,0.0
2010-01-30 18:00:00,-5.26,4.313930922024598,0.0
2010-01-30 21:00:00,-4.36,3.492849839314596,0.0
2010-01-31 00:00:00,-7.56,2.5079872407968904,0.0
2010-01-31 03:00:00,-8.66,1.3892443989449803,0.0
2010-01-31 06:00:00,-9.46,0.7071067811865475,0.0
2010-01-31 09:00:00,-8.96,2.7892651361962706,0.0
2010-01-31 12:00:00,-9.36,3.0,0.0
2010-01-31 15:00:00,-6.96,3.7336309405188937,0.0
2010-01-31 18:00:00,-3.16,4.491102314577124,0.0
2010-01-31 21:00:00,-1.86,4.257933771208753,0.0
2010-02-01 00:00:00,-5.16,3.1048349392520045,0.0
2010-02-01 03:00:00,-6.16,2.2671568097509267,0.0
2010-02-01 06:00:00,-7.26,1.1704699910719625,0.0
2010-01-31 12:00:00,-10.06,2.668332812825267,0.0
2010-01-31 15:00:00,-7.56,3.51283361405006,0.0
2010-01-31 18:00:00,-3.56,3.911521443121589,0.0
2010-01-31 21:00:00,-2.16,4.27551166528639,0.0
2010-02-01 00:00:00,-5.76,2.9274562336608896,0.0
2010-02-01 03:00:00,-6.76,2.195449840010015,0.0
2010-02-01 06:00:00,-7.76,1.0049875621120892,0.0
2010-02-01 09:00:00,-7.96,1.0,0.0
2010-02-01 12:00:00,-7.26,1.8027756377319943,0.0
2010-02-01 15:00:00,-4.26,2.353720459187964,0.0
2010-02-01 18:00:00,-0.36,2.549509756796392,0.0
